destination,annual_visitors,day,weather,holiday,festival,crowd_score,crowd
Charminar,1343503,Sunday,Cloudy,No,No,30.88,Low
Charminar,1343503,Sunday,Rainy,No,No,20.88,Low
Charminar,1343503,Monday,Sunny,Yes,No,20.88,Low
Charminar,1343503,Monday,Cloudy,Yes,No,20.88,Low
Charminar,1343503,Monday,Rainy,Yes,No,10.88,Low
Charminar,1343503,Tuesday,Sunny,Yes,No,20.88,Low
Charminar,1343503,Tuesday,Cloudy,Yes,No,20.88,Low
Charminar,1343503,Tuesday,Rainy,Yes,No,10.88,Low
Charminar,1343503,Wednesday,Sunny,Yes,No,20.88,Low
Charminar,1343503,Wednesday,Cloudy,Yes,No,20.88,Low
Charminar,1343503,Wednesday,Rainy,Yes,No,10.88,Low
Charminar,1343503,Thursday,Sunny,Yes,No,20.88,Low
Charminar,1343503,Thursday,Cloudy,Yes,No,20.88,Low
Charminar,1343503,Thursday,Rainy,Yes,No,10.88,Low
Charminar,1343503,Friday,Sunny,Yes,No,30.88,Low
Charminar,1343503,Friday,Cloudy,Yes,No,30.88,Low
Charminar,1343503,Friday,Rainy,Yes,No,20.88,Low
Charminar,1343503,Saturday,Sunny,Yes,No,30.88,Low
Charminar,1343503,Saturday,Cloudy,Yes,No,30.88,Low
Charminar,1343503,Saturday,Rainy,Yes,No,20.88,Low
Charminar,1343503,Sunday,Sunny,Yes,No,40.88,Medium
Charminar,1343503,Sunday,Cloudy,Yes,No,40.88,Medium
Charminar,1343503,Sunday,Rainy,Yes,No,30.88,Low
Charminar,1343503,Monday,Sunny,No,Yes,25.88,Low
Charminar,1343503,Monday,Cloudy,No,Yes,25.88,Low
Charminar,1343503,Monday,Rainy,No,Yes,15.88,Low
Charminar,1343503,Tuesday,Sunny,No,Yes,25.88,Low
Charminar,1343503,Tuesday,Cloudy,No,Yes,25.88,Low
Charminar,1343503,Tuesday,Rainy,No,Yes,15.88,Low
Charminar,1343503,Wednesday,Sunny,No,Yes,25.88,Low
Charminar,1343503,Wednesday,Cloudy,No,Yes,25.88,Low
Charminar,1343503,Wednesday,Rainy,No,Yes,15.88,Low
Charminar,1343503,Thursday,Sunny,No,Yes,25.88,Low
Charminar,1343503,Thursday,Cloudy,No,Yes,25.88,Low
Charminar,1343503,Thursday,Rainy,No,Yes,15.88,Low
Charminar,1343503,Friday,Sunny,No,Yes,35.88,Low
Charminar,1343503,Friday,Cloudy,No,Yes,35.88,Low
Charminar,1343503,Friday,Rainy,No,Yes,25.88,Low
Charminar,1343503,Saturday,Sunny,No,Yes,35.88,Low
Charminar,1343503,Saturday,Cloudy,No,Yes,35.88,Low
Charminar,1343503,Saturday,Rainy,No,Yes,25.88,Low
Charminar,1343503,Sunday,Sunny,No,Yes,45.88,Medium
Charminar,1343503,Sunday,Cloudy,No,Yes,45.88,Medium
Charminar,1343503,Sunday,Rainy,No,Yes,35.88,Low
Charminar,1343503,Monday,Sunny,Yes,Yes,35.88,Low
Charminar,1343503,Monday,Cloudy,Yes,Yes,35.88,Low
Charminar,1343503,Monday,Rainy,Yes,Yes,25.88,Low
Charminar,1343503,Tuesday,Sunny,Yes,Yes,35.88,Low
Charminar,1343503,Tuesday,Cloudy,Yes,Yes,35.88,Low
Charminar,1343503,Tuesday,Rainy,Yes,Yes,25.88,Low
Charminar,1343503,Wednesday,Sunny,Yes,Yes,35.88,Low
Charminar,1343503,Wednesday,Cloudy,Yes,Yes,35.88,Low
Charminar,1343503,Wednesday,Rainy,Yes,Yes,25.88,Low
Charminar,1343503,Thursday,Sunny,Yes,Yes,35.88,Low
Charminar,1343503,Thursday,Cloudy,Yes,Yes,35.88,Low
Charminar,1343503,Thursday,Rainy,Yes,Yes,25.88,Low
Charminar,1343503,Friday,Sunny,Yes,Yes,45.88,Medium
Charminar,1343503,Friday,Cloudy,Yes,Yes,45.88,Medium
Charminar,1343503,Friday,Rainy,Yes,Yes,35.88,Low
Charminar,1343503,Saturday,Sunny,Yes,Yes,45.88,Medium
Charminar,1343503,Saturday,Cloudy,Yes,Yes,45.88,Medium
Charminar,1343503,Saturday,Rainy,Yes,Yes,35.88,Low
Charminar,1343503,Sunday,Sunny,Yes,Yes,55.88,Medium
Charminar,1343503,Sunday,Cloudy,Yes,Yes,55.88,Medium
Charminar,1343503,Sunday,Rainy,Yes,Yes,45.88,Medium
Chandigarh,365591,Monday,Sunny,No,No,0.0,Low
Chandigarh,365591,Monday,Cloudy,No,No,0.0,Low
Chandigarh,365591,Monday,Rainy,No,No,0.0,Low
Chandigarh,365591,Tuesday,Sunny,No,No,0.0,Low
Chandigarh,365591,Tuesday,Cloudy,No,No,0.0,Low
Chandigarh,365591,Tuesday,Rainy,No,No,0.0,Low
Chandigarh,365591,Wednesday,Sunny,No,No,0.0,Low
Chandigarh,365591,Wednesday,Cloudy,No,No,0.0,Low
Chandigarh,365591,Wednesday,Rainy,No,No,0.0,Low
Chandigarh,365591,Thursday,Sunny,No,No,0.0,Low
Chandigarh,365591,Thursday,Cloudy,No,No,0.0,Low
Chandigarh,365591,Thursday,Rainy,No,No,0.0,Low
Chandigarh,365591,Friday,Sunny,No,No,10.0,Low
Chandigarh,365591,Friday,Cloudy,No,No,10.0,Low
Chandigarh,365591,Friday,Rainy,No,No,0.0,Low
Chandigarh,365591,Saturday,Sunny,No,No,10.0,Low
Chandigarh,365591,Saturday,Cloudy,No,No,10.0,Low
Chandigarh,365591,Saturday,Rainy,No,No,0.0,Low
Chandigarh,365591,Sunday,Sunny,No,No,20.0,Low
Chandigarh,365591,Sunday,Cloudy,No,No,20.0,Low
Chandigarh,365591,Sunday,Rainy,No,No,10.0,Low
Chandigarh,365591,Monday,Sunny,Yes,No,10.0,Low
Chandigarh,365591,Monday,Cloudy,Yes,No,10.0,Low
Chandigarh,365591,Monday,Rainy,Yes,No,0.0,Low
Chandigarh,365591,Tuesday,Sunny,Yes,No,10.0,Low
Chandigarh,365591,Tuesday,Cloudy,Yes,No,10.0,Low
Chandigarh,365591,Tuesday,Rainy,Yes,No,0.0,Low
Chandigarh,365591,Wednesday,Sunny,Yes,No,10.0,Low
Chandigarh,365591,Wednesday,Cloudy,Yes,No,10.0,Low
Chandigarh,365591,Wednesday,Rainy,Yes,No,0.0,Low
Chandigarh,365591,Thursday,Sunny,Yes,No,10.0,Low
Chandigarh,365591,Thursday,Cloudy,Yes,No,10.0,Low
Chandigarh,365591,Thursday,Rainy,Yes,No,0.0,Low
Chandigarh,365591,Friday,Sunny,Yes,No,20.0,Low
Chandigarh,365591,Friday,Cloudy,Yes,No,20.0,Low
Chandigarh,365591,Friday,Rainy,Yes,No,10.0,Low
Chandigarh,365591,Saturday,Sunny,Yes,No,20.0,Low
Chandigarh,365591,Saturday,Cloudy,Yes,No,20.0,Low
Chandigarh,365591,Saturday,Rainy,Yes,No,10.0,Low
Chandigarh,365591,Sunday,Sunny,Yes,No,30.0,Low
Chandigarh,365591,Sunday,Cloudy,Yes,No,30.0,Low
Chandigarh,365591,Sunday,Rainy,Yes,No,20.0,Low
Chandigarh,365591,Monday,Sunny,No,Yes,15.0,Low
Chandigarh,365591,Monday,Cloudy,No,Yes,15.0,Low
Chandigarh,365591,Monday,Rainy,No,Yes,5.0,Low
Chandigarh,365591,Tuesday,Sunny,No,Yes,15.0,Low
Chandigarh,365591,Tuesday,Cloudy,No,Yes,15.0,Low
Chandigarh,365591,Tuesday,Rainy,No,Yes,5.0,Low
Chandigarh,365591,Wednesday,Sunny,No,Yes,15.0,Low
Chandigarh,365591,Wednesday,Cloudy,No,Yes,15.0,Low
Chandigarh,365591,Wednesday,Rainy,No,Yes,5.0,Low
Chandigarh,365591,Thursday,Sunny,No,Yes,15.0,Low
Chandigarh,365591,Thursday,Cloudy,No,Yes,15.0,Low
Chandigarh,365591,Thursday,Rainy,No,Yes,5.0,Low
Chandigarh,365591,Friday,Sunny,No,Yes,25.0,Low
Chandigarh,365591,Friday,Cloudy,No,Yes,25.0,Low
Chandigarh,365591,Friday,Rainy,No,Yes,15.0,Low
Chandigarh,365591,Saturday,Sunny,No,Yes,25.0,Low
Chandigarh,365591,Saturday,Cloudy,No,Yes,25.0,Low
Chandigarh,365591,Saturday,Rainy,No,Yes,15.0,Low
Chandigarh,365591,Sunday,Sunny,No,Yes,35.0,Low
Chandigarh,365591,Sunday,Cloudy,No,Yes,35.0,Low
Chandigarh,365591,Sunday,Rainy,No,Yes,25.0,Low
Chandigarh,365591,Monday,Sunny,Yes,Yes,25.0,Low
Chandigarh,365591,Monday,Cloudy,Yes,Yes,25.0,Low
Chandigarh,365591,Monday,Rainy,Yes,Yes,15.0,Low
Chandigarh,365591,Tuesday,Sunny,Yes,Yes,25.0,Low
Chandigarh,365591,Tuesday,Cloudy,Yes,Yes,25.0,Low
Chandigarh,365591,Tuesday,Rainy,Yes,Yes,15.0,Low
Chandigarh,365591,Wednesday,Sunny,Yes,Yes,25.0,Low
Chandigarh,365591,Wednesday,Cloudy,Yes,Yes,25.0,Low
Chandigarh,365591,Wednesday,Rainy,Yes,Yes,15.0,Low
Chandigarh,365591,Thursday,Sunny,Yes,Yes,25.0,Low
Chandigarh,365591,Thursday,Cloudy,Yes,Yes,25.0,Low
Chandigarh,365591,Thursday,Rainy,Yes,Yes,15.0,Low
Chandigarh,365591,Friday,Sunny,Yes,Yes,35.0,Low
Chandigarh,365591,Friday,Cloudy,Yes,Yes,35.0,Low
Chandigarh,365591,Friday,Rainy,Yes,Yes,25.0,Low
Chandigarh,365591,Saturday,Sunny,Yes,Yes,35.0,Low
Chandigarh,365591,Saturday,Cloudy,Yes,Yes,35.0,Low
Chandigarh,365591,Saturday,Rainy,Yes,Yes,25.0,Low
Chandigarh,365591,Sunday,Sunny,Yes,Yes,45.0,Medium
Chandigarh,365591,Sunday,Cloudy,Yes,Yes,45.0,Medium
Chandigarh,365591,Sunday,Rainy,Yes,Yes,35.0,Low
Goa,8175460,Monday,Sunny,No,No,25.98,Low
Goa,8175460,Monday,Cloudy,No,No,25.98,Low
Goa,8175460,Monday,Rainy,No,No,15.98,Low
Goa,8175460,Tuesday,Sunny,No,No,25.98,Low
Goa,8175460,Tuesday,Cloudy,No,No,25.98,Low
Goa,8175460,Tuesday,Rainy,No,No,15.98,Low
Goa,8175460,Wednesday,Sunny,No,No,25.98,Low
Goa,8175460,Wednesday,Cloudy,No,No,25.98,Low
Goa,8175460,Wednesday,Rainy,No,No,15.98,Low
Goa,8175460,Thursday,Sunny,No,No,25.98,Low
Goa,8175460,Thursday,Cloudy,No,No,25.98,Low
Goa,8175460,Thursday,Rainy,No,No,15.98,Low
Goa,8175460,Friday,Sunny,No,No,35.98,Low
Goa,8175460,Friday,Cloudy,No,No,35.98,Low
Goa,8175460,Friday,Rainy,No,No,25.98,Low
Goa,8175460,Saturday,Sunny,No,No,35.98,Low
Goa,8175460,Saturday,Cloudy,No,No,35.98,Low
Goa,8175460,Saturday,Rainy,No,No,25.98,Low
Goa,8175460,Sunday,Sunny,No,No,45.98,Medium
Goa,8175460,Sunday,Cloudy,No,No,45.98,Medium
Goa,8175460,Sunday,Rainy,No,No,35.98,Low
Goa,8175460,Monday,Sunny,Yes,No,35.98,Low
Goa,8175460,Monday,Cloudy,Yes,No,35.98,Low
Goa,8175460,Monday,Rainy,Yes,No,25.98,Low
Goa,8175460,Tuesday,Sunny,Yes,No,35.98,Low
Goa,8175460,Tuesday,Cloudy,Yes,No,35.98,Low
Goa,8175460,Tuesday,Rainy,Yes,No,25.98,Low
Goa,8175460,Wednesday,Sunny,Yes,No,35.98,Low
Goa,8175460,Wednesday,Cloudy,Yes,No,35.98,Low
Goa,8175460,Wednesday,Rainy,Yes,No,25.98,Low
Goa,8175460,Thursday,Sunny,Yes,No,35.98,Low
Goa,8175460,Thursday,Cloudy,Yes,No,35.98,Low
Goa,8175460,Thursday,Rainy,Yes,No,25.98,Low
Goa,8175460,Friday,Sunny,Yes,No,45.98,Medium
Goa,8175460,Friday,Cloudy,Yes,No,45.98,Medium
Goa,8175460,Friday,Rainy,Yes,No,35.98,Low
Goa,8175460,Saturday,Sunny,Yes,No,45.98,Medium
Goa,8175460,Saturday,Cloudy,Yes,No,45.98,Medium
Goa,8175460,Saturday,Rainy,Yes,No,35.98,Low
Goa,8175460,Sunday,Sunny,Yes,No,55.98,Medium
Goa,8175460,Sunday,Cloudy,Yes,No,55.98,Medium
Goa,8175460,Sunday,Rainy,Yes,No,45.98,Medium
Goa,8175460,Monday,Sunny,No,Yes,40.98,Medium
Goa,8175460,Monday,Cloudy,No,Yes,40.98,Medium
Goa,8175460,Monday,Rainy,No,Yes,30.98,Low
Goa,8175460,Tuesday,Sunny,No,Yes,40.98,Medium
Goa,8175460,Tuesday,Cloudy,No,Yes,40.98,Medium
Goa,8175460,Tuesday,Rainy,No,Yes,30.98,Low
Goa,8175460,Wednesday,Sunny,No,Yes,40.98,Medium
Goa,8175460,Wednesday,Cloudy,No,Yes,40.98,Medium
Goa,8175460,Wednesday,Rainy,No,Yes,30.98,Low
Goa,8175460,Thursday,Sunny,No,Yes,40.98,Medium
Goa,8175460,Thursday,Cloudy,No,Yes,40.98,Medium
Goa,8175460,Thursday,Rainy,No,Yes,30.98,Low
Goa,8175460,Friday,Sunny,No,Yes,50.98,Medium
Goa,8175460,Friday,Cloudy,No,Yes,50.98,Medium
Goa,8175460,Friday,Rainy,No,Yes,40.98,Medium
Goa,8175460,Saturday,Sunny,No,Yes,50.98,Medium
Goa,8175460,Saturday,Cloudy,No,Yes,50.98,Medium
Goa,8175460,Saturday,Rainy,No,Yes,40.98,Medium
Goa,8175460,Sunday,Sunny,No,Yes,60.98,Medium
Goa,8175460,Sunday,Cloudy,No,Yes,60.98,Medium
Goa,8175460,Sunday,Rainy,No,Yes,50.98,Medium
Goa,8175460,Monday,Sunny,Yes,Yes,50.98,Medium
Goa,8175460,Monday,Cloudy,Yes,Yes,50.98,Medium
Goa,8175460,Monday,Rainy,Yes,Yes,40.98,Medium
Goa,8175460,Tuesday,Sunny,Yes,Yes,50.98,Medium
Goa,8175460,Tuesday,Cloudy,Yes,Yes,50.98,Medium
Goa,8175460,Tuesday,Rainy,Yes,Yes,40.98,Medium
Goa,8175460,Wednesday,Sunny,Yes,Yes,50.98,Medium
Goa,8175460,Wednesday,Cloudy,Yes,Yes,50.98,Medium
Goa,8175460,Wednesday,Rainy,Yes,Yes,40.98,Medium
Goa,8175460,Thursday,Sunny,Yes,Yes,50.98,Medium
Goa,8175460,Thursday,Cloudy,Yes,Yes,50.98,Medium
Goa,8175460,Thursday,Rainy,Yes,Yes,40.98,Medium
Goa,8175460,Friday,Sunny,Yes,Yes,60.98,Medium
Goa,8175460,Friday,Cloudy,Yes,Yes,60.98,Medium
Goa,8175460,Friday,Rainy,Yes,Yes,50.98,Medium
Goa,8175460,Saturday,Sunny,Yes,Yes,60.98,Medium
Goa,8175460,Saturday,Cloudy,Yes,Yes,60.98,Medium
Goa,8175460,Saturday,Rainy,Yes,Yes,50.98,Medium
Goa,8175460,Sunday,Sunny,Yes,Yes,70.98,High
Goa,8175460,Sunday,Cloudy,Yes,Yes,70.98,High
Goa,8175460,Sunday,Rainy,Yes,Yes,60.98,Medium
Delhi,39414622,Monday,Sunny,No,No,39.13,Low
Delhi,39414622,Monday,Cloudy,No,No,39.13,Low
Delhi,39414622,Monday,Rainy,No,No,29.13,Low
Delhi,39414622,Tuesday,Sunny,No,No,39.13,Low
Delhi,39414622,Tuesday,Cloudy,No,No,39.13,Low
Delhi,39414622,Tuesday,Rainy,No,No,29.13,Low
Delhi,39414622,Wednesday,Sunny,No,No,39.13,Low
Delhi,39414622,Wednesday,Cloudy,No,No,39.13,Low
Delhi,39414622,Wednesday,Rainy,No,No,29.13,Low
Delhi,39414622,Thursday,Sunny,No,No,39.13,Low
Delhi,39414622,Thursday,Cloudy,No,No,39.13,Low
Delhi,39414622,Thursday,Rainy,No,No,29.13,Low
Delhi,39414622,Friday,Sunny,No,No,49.13,Medium
Delhi,39414622,Friday,Cloudy,No,No,49.13,Medium
Delhi,39414622,Friday,Rainy,No,No,39.13,Low
Delhi,39414622,Saturday,Sunny,No,No,49.13,Medium
Delhi,39414622,Saturday,Cloudy,No,No,49.13,Medium
Delhi,39414622,Saturday,Rainy,No,No,39.13,Low
Delhi,39414622,Sunday,Sunny,No,No,59.13,Medium
Delhi,39414622,Sunday,Cloudy,No,No,59.13,Medium
Delhi,39414622,Sunday,Rainy,No,No,49.13,Medium
Delhi,39414622,Monday,Sunny,Yes,No,49.13,Medium
Delhi,39414622,Monday,Cloudy,Yes,No,49.13,Medium
Delhi,39414622,Monday,Rainy,Yes,No,39.13,Low
Delhi,39414622,Tuesday,Sunny,Yes,No,49.13,Medium
Delhi,39414622,Tuesday,Cloudy,Yes,No,49.13,Medium
Delhi,39414622,Tuesday,Rainy,Yes,No,39.13,Low
Delhi,39414622,Wednesday,Sunny,Yes,No,49.13,Medium
Delhi,39414622,Wednesday,Cloudy,Yes,No,49.13,Medium
Delhi,39414622,Wednesday,Rainy,Yes,No,39.13,Low
Delhi,39414622,Thursday,Sunny,Yes,No,49.13,Medium
Delhi,39414622,Thursday,Cloudy,Yes,No,49.13,Medium
Delhi,39414622,Thursday,Rainy,Yes,No,39.13,Low
Delhi,39414622,Friday,Sunny,Yes,No,59.13,Medium
Delhi,39414622,Friday,Cloudy,Yes,No,59.13,Medium
Delhi,39414622,Friday,Rainy,Yes,No,49.13,Medium
Delhi,39414622,Saturday,Sunny,Yes,No,59.13,Medium
Delhi,39414622,Saturday,Cloudy,Yes,No,59.13,Medium
Delhi,39414622,Saturday,Rainy,Yes,No,49.13,Medium
Delhi,39414622,Sunday,Sunny,Yes,No,69.13,Medium
Delhi,39414622,Sunday,Cloudy,Yes,No,69.13,Medium
Delhi,39414622,Sunday,Rainy,Yes,No,59.13,Medium
Delhi,39414622,Monday,Sunny,No,Yes,54.13,Medium
Delhi,39414622,Monday,Cloudy,No,Yes,54.13,Medium
Delhi,39414622,Monday,Rainy,No,Yes,44.13,Medium
Delhi,39414622,Tuesday,Sunny,No,Yes,54.13,Medium
Delhi,39414622,Tuesday,Cloudy,No,Yes,54.13,Medium
Delhi,39414622,Tuesday,Rainy,No,Yes,44.13,Medium
Delhi,39414622,Wednesday,Sunny,No,Yes,54.13,Medium
Delhi,39414622,Wednesday,Cloudy,No,Yes,54.13,Medium
Delhi,39414622,Wednesday,Rainy,No,Yes,44.13,Medium
Delhi,39414622,Thursday,Sunny,No,Yes,54.13,Medium
Delhi,39414622,Thursday,Cloudy,No,Yes,54.13,Medium
Delhi,39414622,Thursday,Rainy,No,Yes,44.13,Medium
Delhi,39414622,Friday,Sunny,No,Yes,64.13,Medium
Delhi,39414622,Friday,Cloudy,No,Yes,64.13,Medium
Delhi,39414622,Friday,Rainy,No,Yes,54.13,Medium
Delhi,39414622,Saturday,Sunny,No,Yes,64.13,Medium
Delhi,39414622,Saturday,Cloudy,No,Yes,64.13,Medium
Delhi,39414622,Saturday,Rainy,No,Yes,54.13,Medium
Delhi,39414622,Sunday,Sunny,No,Yes,74.13,High
Delhi,39414622,Sunday,Cloudy,No,Yes,74.13,High
Delhi,39414622,Sunday,Rainy,No,Yes,64.13,Medium
Delhi,39414622,Monday,Sunny,Yes,Yes,64.13,Medium
Delhi,39414622,Monday,Cloudy,Yes,Yes,64.13,Medium
Delhi,39414622,Monday,Rainy,Yes,Yes,54.13,Medium
Delhi,39414622,Tuesday,Sunny,Yes,Yes,64.13,Medium
Delhi,39414622,Tuesday,Cloudy,Yes,Yes,64.13,Medium
Delhi,39414622,Tuesday,Rainy,Yes,Yes,54.13,Medium
Delhi,39414622,Wednesday,Sunny,Yes,Yes,64.13,Medium
Delhi,39414622,Wednesday,Cloudy,Yes,Yes,64.13,Medium
Delhi,39414622,Wednesday,Rainy,Yes,Yes,54.13,Medium
Delhi,39414622,Thursday,Sunny,Yes,Yes,64.13,Medium
Delhi,39414622,Thursday,Cloudy,Yes,Yes,64.13,Medium
Delhi,39414622,Thursday,Rainy,Yes,Yes,54.13,Medium
Delhi,39414622,Friday,Sunny,Yes,Yes,74.13,High
Delhi,39414622,Friday,Cloudy,Yes,Yes,74.13,High
Delhi,39414622,Friday,Rainy,Yes,Yes,64.13,Medium
Delhi,39414622,Saturday,Sunny,Yes,Yes,74.13,High
Delhi,39414622,Saturday,Cloudy,Yes,Yes,74.13,High
Delhi,39414622,Saturday,Rainy,Yes,Yes,64.13,Medium
Delhi,39414622,Sunday,Sunny,Yes,Yes,84.13,High
Delhi,39414622,Sunday,Cloudy,Yes,Yes,84.13,High
Delhi,39414622,Sunday,Rainy,Yes,Yes,74.13,High
Rajasthan,179050000,Monday,Sunny,No,No,51.78,Medium
Rajasthan,179050000,Monday,Cloudy,No,No,51.78,Medium
Rajasthan,179050000,Monday,Rainy,No,No,41.78,Medium
Rajasthan,179050000,Tuesday,Sunny,No,No,51.78,Medium
Rajasthan,179050000,Tuesday,Cloudy,No,No,51.78,Medium
Rajasthan,179050000,Tuesday,Rainy,No,No,41.78,Medium
Rajasthan,179050000,Wednesday,Sunny,No,No,51.78,Medium
Rajasthan,179050000,Wednesday,Cloudy,No,No,51.78,Medium
Rajasthan,179050000,Wednesday,Rainy,No,No,41.78,Medium
Rajasthan,179050000,Thursday,Sunny,No,No,51.78,Medium
Rajasthan,179050000,Thursday,Cloudy,No,No,51.78,Medium
Rajasthan,179050000,Thursday,Rainy,No,No,41.78,Medium
Rajasthan,179050000,Friday,Sunny,No,No,61.78,Medium
Rajasthan,179050000,Friday,Cloudy,No,No,61.78,Medium
Rajasthan,179050000,Friday,Rainy,No,No,51.78,Medium
Rajasthan,179050000,Saturday,Sunny,No,No,61.78,Medium
Rajasthan,179050000,Saturday,Cloudy,No,No,61.78,Medium
Rajasthan,179050000,Saturday,Rainy,No,No,51.78,Medium
Rajasthan,179050000,Sunday,Sunny,No,No,71.78,High
Rajasthan,179050000,Sunday,Cloudy,No,No,71.78,High
Rajasthan,179050000,Sunday,Rainy,No,No,61.78,Medium
Rajasthan,179050000,Monday,Sunny,Yes,No,61.78,Medium
Rajasthan,179050000,Monday,Cloudy,Yes,No,61.78,Medium
Rajasthan,179050000,Monday,Rainy,Yes,No,51.78,Medium
Rajasthan,179050000,Tuesday,Sunny,Yes,No,61.78,Medium
Rajasthan,179050000,Tuesday,Cloudy,Yes,No,61.78,Medium
Rajasthan,179050000,Tuesday,Rainy,Yes,No,51.78,Medium
Rajasthan,179050000,Wednesday,Sunny,Yes,No,61.78,Medium
Rajasthan,179050000,Wednesday,Cloudy,Yes,No,61.78,Medium
Rajasthan,179050000,Wednesday,Rainy,Yes,No,51.78,Medium
Rajasthan,179050000,Thursday,Sunny,Yes,No,61.78,Medium
Rajasthan,179050000,Thursday,Cloudy,Yes,No,61.78,Medium
Rajasthan,179050000,Thursday,Rainy,Yes,No,51.78,Medium
Rajasthan,179050000,Friday,Sunny,Yes,No,71.78,High
Rajasthan,179050000,Friday,Cloudy,Yes,No,71.78,High
Rajasthan,179050000,Friday,Rainy,Yes,No,61.78,Medium
Rajasthan,179050000,Saturday,Sunny,Yes,No,71.78,High
Rajasthan,179050000,Saturday,Cloudy,Yes,No,71.78,High
Rajasthan,179050000,Saturday,Rainy,Yes,No,61.78,Medium
Rajasthan,179050000,Sunday,Sunny,Yes,No,81.78,High
Rajasthan,179050000,Sunday,Cloudy,Yes,No,81.78,High
Rajasthan,179050000,Sunday,Rainy,Yes,No,71.78,High
Rajasthan,179050000,Monday,Sunny,No,Yes,66.78,Medium
Rajasthan,179050000,Monday,Cloudy,No,Yes,66.78,Medium
Rajasthan,179050000,Monday,Rainy,No,Yes,56.78,Medium
Rajasthan,179050000,Tuesday,Sunny,No,Yes,66.78,Medium
Rajasthan,179050000,Tuesday,Cloudy,No,Yes,66.78,Medium
Rajasthan,179050000,Tuesday,Rainy,No,Yes,56.78,Medium
Rajasthan,179050000,Wednesday,Sunny,No,Yes,66.78,Medium
Rajasthan,179050000,Wednesday,Cloudy,No,Yes,66.78,Medium
Rajasthan,179050000,Wednesday,Rainy,No,Yes,56.78,Medium
Rajasthan,179050000,Thursday,Sunny,No,Yes,66.78,Medium
Rajasthan,179050000,Thursday,Cloudy,No,Yes,66.78,Medium
Rajasthan,179050000,Thursday,Rainy,No,Yes,56.78,Medium
Rajasthan,179050000,Friday,Sunny,No,Yes,76.78,High
Rajasthan,179050000,Friday,Cloudy,No,Yes,76.78,High
Rajasthan,179050000,Friday,Rainy,No,Yes,66.78,Medium
Rajasthan,179050000,Saturday,Sunny,No,Yes,76.78,High
Rajasthan,179050000,Saturday,Cloudy,No,Yes,76.78,High
Rajasthan,179050000,Saturday,Rainy,No,Yes,66.78,Medium
Rajasthan,179050000,Sunday,Sunny,No,Yes,86.78,High
Rajasthan,179050000,Sunday,Cloudy,No,Yes,86.78,High
Rajasthan,179050000,Sunday,Rainy,No,Yes,76.78,High
Rajasthan,179050000,Monday,Sunny,Yes,Yes,76.78,High
Rajasthan,179050000,Monday,Cloudy,Yes,Yes,76.78,High
Rajasthan,179050000,Monday,Rainy,Yes,Yes,66.78,Medium
Rajasthan,179050000,Tuesday,Sunny,Yes,Yes,76.78,High
Rajasthan,179050000,Tuesday,Cloudy,Yes,Yes,76.78,High
Rajasthan,179050000,Tuesday,Rainy,Yes,Yes,66.78,Medium
Rajasthan,179050000,Wednesday,Sunny,Yes,Yes,76.78,High
Rajasthan,179050000,Wednesday,Cloudy,Yes,Yes,76.78,High
Rajasthan,179050000,Wednesday,Rainy,Yes,Yes,66.78,Medium
Rajasthan,179050000,Thursday,Sunny,Yes,Yes,76.78,High
Rajasthan,179050000,Thursday,Cloudy,Yes,Yes,76.78,High
Rajasthan,179050000,Thursday,Rainy,Yes,Yes,66.78,Medium
Rajasthan,179050000,Friday,Sunny,Yes,Yes,86.78,High
Rajasthan,179050000,Friday,Cloudy,Yes,Yes,86.78,High
Rajasthan,179050000,Friday,Rainy,Yes,Yes,76.78,High
Rajasthan,179050000,Saturday,Sunny,Yes,Yes,86.78,High
Rajasthan,179050000,Saturday,Cloudy,Yes,Yes,86.78,High
Rajasthan,179050000,Saturday,Rainy,Yes,Yes,76.78,High
Rajasthan,179050000,Sunday,Sunny,Yes,Yes,96.78,High
Rajasthan,179050000,Sunday,Cloudy,Yes,Yes,96.78,High
Rajasthan,179050000,Sunday,Rainy,Yes,Yes,86.78,High
Uttar Pradesh,478530000,Monday,Sunny,No,No,60.0,Medium
Uttar Pradesh,478530000,Monday,Cloudy,No,No,60.0,Medium
Uttar Pradesh,478530000,Monday,Rainy,No,No,50.0,Medium
Uttar Pradesh,478530000,Tuesday,Sunny,No,No,60.0,Medium
Uttar Pradesh,478530000,Tuesday,Cloudy,No,No,60.0,Medium
Uttar Pradesh,478530000,Tuesday,Rainy,No,No,50.0,Medium
Uttar Pradesh,478530000,Wednesday,Sunny,No,No,60.0,Medium
Uttar Pradesh,478530000,Wednesday,Cloudy,No,No,60.0,Medium
Uttar Pradesh,478530000,Wednesday,Rainy,No,No,50.0,Medium
Uttar Pradesh,478530000,Thursday,Sunny,No,No,60.0,Medium
Uttar Pradesh,478530000,Thursday,Cloudy,No,No,60.0,Medium
Uttar Pradesh,478530000,Thursday,Rainy,No,No,50.0,Medium
Uttar Pradesh,478530000,Friday,Sunny,No,No,70.0,High
Uttar Pradesh,478530000,Friday,Cloudy,No,No,70.0,High
Uttar Pradesh,478530000,Friday,Rainy,No,No,60.0,Medium
Uttar Pradesh,478530000,Saturday,Sunny,No,No,70.0,High
Uttar Pradesh,478530000,Saturday,Cloudy,No,No,70.0,High
Uttar Pradesh,478530000,Saturday,Rainy,No,No,60.0,Medium
